c A SAT instance generated from a 3-CNF formula that had 900 clauses and 128 variables
Exactly-2
p cnf 128 900
-61 51 -117 0
-83 73 31 0
51 19 -36 0
101 93 -125 0
113 94 116 0
119 -97 -32 0
118 37 6 0
117 50 -47 0
-27 61 -52 0
92 105 -111 0
-25 -110 -119 0
-51 119 6 0
-113 -110 78 0
73 122 -72 0
-16 -105 -122 0
7 13 42 0
85 5 -48 0
-120 -85 111 0
55 80 -53 0
-43 -53 -85 0
38 -78 63 0
75 -93 44 0
10 126 -81 0
92 48 44 0
17 -26 98 0
8 51 -116 0
4 -83 118 0
-26 12 -30 0
11 -126 -102 0
54 -104 57 0
8 -18 -27 0
102 -11 -9 0
-127 -15 111 0
-24 -125 63 0
-112 -73 1 0
-116 -12 80 0
102 20 -3 0
-117 -126 -17 0
102 124 77 0
-41 68 117 0
92 26 58 0
-72 47 75 0
-87 -35 -115 0
42 78 119 0
79 90 -14 0
-73 -75 -28 0
-5 114 95 0
72 35 -90 0
61 37 -67 0
34 123 -108 0
12 -119 -122 0
23 -106 -71 0
-5 -76 16 0
110 33 -2 0
116 -112 104 0
76 -61 63 0
18 11 -66 0
-104 90 67 0
21 115 88 0
127 90 121 0
-101 -119 34 0
-1 56 -104 0
-68 -79 -109 0
-121 -1 -73 0
90 120 100 0
94 59 -83 0
-56 122 -106 0
44 -27 -79 0
105 55 89 0
68 -19 -78 0
123 -60 121 0
-62 -91 88 0
108 10 89 0
-100 -78 71 0
-79 119 -66 0
-42 60 21 0
-18 52 -103 0
4 -123 -38 0
49 -38 -48 0
-104 5 -84 0
27 26 -62 0
1 -104 15 0
91 59 38 0
-20 125 -36 0
27 -20 26 0
125 80 -121 0
-66 3 77 0
-20 -28 -102 0
95 -59 12 0
56 121 -1 0
94 -13 -34 0
-11 -101 31 0
-85 29 95 0
31 -125 56 0
51 -78 -94 0
-113 22 21 0
38 5 33 0
-92 28 -46 0
88 57 22 0
9 100 51 0
-128 53 12 0
-106 -50 -70 0
84 64 -9 0
-8 -36 -9 0
-4 -22 -83 0
-10 -45 3 0
48 7 -16 0
-61 46 84 0
-52 7 89 0
-38 75 118 0
83 -87 62 0
110 -34 86 0
-90 73 -25 0
-48 -100 -30 0
117 69 87 0
34 19 -58 0
-48 -14 88 0
-110 -73 -111 0
10 38 6 0
-71 -86 1 0
35 -32 77 0
58 117 -68 0
-44 115 -113 0
-121 70 53 0
-5 13 -17 0
-37 89 -116 0
-49 77 -33 0
97 91 53 0
96 66 14 0
5 -52 84 0
106 86 -37 0
84 100 -44 0
-25 50 87 0
-58 -113 20 0
16 -59 -43 0
36 -68 -65 0
-80 100 -120 0
29 90 -40 0
-5 -50 -128 0
-62 -39 -76 0
82 18 128 0
7 -74 -17 0
118 13 15 0
106 7 107 0
-112 -93 -79 0
-86 40 4 0
118 93 -111 0
63 -116 -40 0
90 -84 88 0
46 67 59 0
62 -81 -128 0
126 -112 108 0
23 119 96 0
89 19 123 0
-45 58 -102 0
111 -124 58 0
-128 34 -78 0
-30 -10 70 0
95 67 -52 0
72 -111 94 0
127 -57 6 0
-26 118 -19 0
8 -48 50 0
-89 -119 -38 0
-121 38 -119 0
15 80 -81 0
47 -37 -81 0
103 -30 97 0
90 -110 -119 0
41 -120 -31 0
-27 -55 -50 0
-12 39 72 0
-125 -51 111 0
-46 -31 8 0
40 96 -41 0
-92 -53 119 0
55 106 124 0
41 -81 -44 0
41 34 12 0
69 31 12 0
-85 -68 -78 0
-26 -6 -122 0
-62 113 75 0
104 -82 -19 0
112 -115 -62 0
-98 40 115 0
-9 61 -25 0
9 5 -90 0
-8 -25 26 0
-87 27 -120 0
-101 108 83 0
81 16 -10 0
10 -108 68 0
52 -63 33 0
-2 30 70 0
-89 -71 -97 0
-126 -106 65 0
26 17 -89 0
5 -24 56 0
-92 60 -65 0
20 54 38 0
-25 -86 -28 0
118 60 -52 0
-101 25 106 0
-8 -42 -100 0
-19 88 -119 0
-43 25 116 0
-66 -55 -32 0
82 29 120 0
-43 40 -46 0
24 -101 23 0
-73 -105 -68 0
-105 -51 -45 0
-92 111 29 0
-51 122 45 0
-108 -11 7 0
-33 -93 -65 0
124 -117 101 0
-12 -65 -41 0
-107 65 82 0
34 3 -30 0
-86 20 -45 0
-119 -59 -68 0
31 -80 89 0
40 5 -32 0
105 -24 54 0
34 19 16 0
-60 18 -118 0
-98 -57 -101 0
43 -66 -104 0
-66 88 -84 0
-45 91 -42 0
-115 -74 56 0
61 17 26 0
-5 -112 -51 0
-103 92 62 0
-28 -33 -31 0
-123 105 -88 0
-75 31 9 0
-62 112 -74 0
-55 -52 95 0
119 47 -68 0
61 -102 100 0
-120 72 -41 0
36 51 1 0
117 -29 -54 0
90 116 -101 0
23 2 -125 0
-99 78 -80 0
95 102 1 0
-86 -64 33 0
92 -14 107 0
-120 -31 -52 0
92 -77 74 0
78 54 115 0
64 23 -106 0
6 -15 62 0
47 -51 35 0
28 -95 7 0
94 -33 67 0
-98 -88 -114 0
-64 -35 81 0
66 7 54 0
-104 -67 39 0
-20 -68 43 0
-27 55 -93 0
98 67 50 0
25 -102 105 0
121 75 -44 0
-112 69 93 0
62 -120 -48 0
-38 -105 -118 0
8 -128 7 0
112 33 -86 0
5 -18 13 0
8 -87 94 0
77 -93 -56 0
-30 35 -80 0
5 98 53 0
118 -107 54 0
12 -86 83 0
70 39 63 0
-103 42 35 0
-36 126 107 0
-102 -37 11 0
15 -16 31 0
38 -7 -42 0
68 -41 107 0
11 69 -78 0
81 -100 104 0
-5 -84 43 0
-5 100 49 0
34 25 108 0
69 10 124 0
-97 -100 1 0
-104 -125 -115 0
58 -11 33 0
84 -85 -15 0
-48 -90 88 0
-28 -126 -65 0
77 107 49 0
9 66 30 0
94 -96 -92 0
-87 92 -26 0
-110 -52 -97 0
-90 -23 125 0
-121 -24 81 0
-5 93 -128 0
-61 54 45 0
98 -46 -117 0
91 -13 2 0
-21 95 77 0
116 -9 -15 0
-125 -60 51 0
62 34 -120 0
126 65 70 0
-20 -22 73 0
18 -123 120 0
43 -22 -53 0
-89 25 126 0
-2 -93 70 0
52 -114 47 0
-80 -91 -62 0
34 -115 -24 0
-9 -118 99 0
-67 -12 92 0
-6 51 -84 0
4 -49 -87 0
25 -69 66 0
-68 -54 75 0
7 -27 -31 0
-47 -42 -52 0
72 8 -99 0
-38 -120 21 0
-6 68 60 0
108 -36 -30 0
78 53 -52 0
81 99 -32 0
17 3 -45 0
97 93 94 0
-123 -11 -49 0
114 119 -110 0
-16 32 -23 0
23 88 13 0
39 73 -22 0
-83 14 -115 0
87 118 42 0
-87 -39 -105 0
82 -71 98 0
-75 -33 68 0
9 -36 -67 0
45 -49 -92 0
-22 -104 126 0
-41 -1 128 0
-106 103 -66 0
-119 68 83 0
16 -57 112 0
-108 -22 -115 0
-42 75 34 0
97 41 31 0
21 18 -47 0
-14 66 89 0
47 12 -124 0
71 31 97 0
120 76 61 0
60 95 -31 0
18 93 -107 0
35 123 -45 0
-122 -82 -75 0
-28 19 20 0
33 -71 105 0
37 114 -10 0
95 -22 10 0
16 46 -24 0
-80 77 -21 0
43 -101 128 0
-99 -26 -101 0
-60 -21 46 0
81 -60 -95 0
21 -107 113 0
-88 -13 -30 0
-44 -33 93 0
117 116 -95 0
17 -100 13 0
4 -91 -74 0
31 -83 61 0
-83 31 43 0
109 90 -103 0
97 -82 30 0
-128 -35 24 0
-44 113 80 0
3 -112 61 0
60 80 -73 0
81 -64 100 0
54 28 -61 0
39 71 21 0
59 -19 -124 0
-81 -31 -25 0
7 55 -53 0
-103 122 -78 0
83 -86 128 0
59 -73 85 0
-21 -45 -115 0
-30 109 -65 0
88 28 -43 0
10 13 -50 0
-23 74 -90 0
124 -1 99 0
-13 -50 54 0
-114 104 103 0
44 83 48 0
45 93 -65 0
-116 25 -9 0
43 -24 123 0
-6 34 59 0
-2 -59 -91 0
4 -11 108 0
57 -122 53 0
-114 126 -24 0
-78 -124 -66 0
-79 108 -83 0
116 -110 -35 0
97 79 119 0
4 -101 17 0
-128 -43 -79 0
-9 57 43 0
88 60 -27 0
-52 79 -39 0
102 -75 -98 0
-57 -24 -77 0
12 -97 18 0
35 121 126 0
22 94 -64 0
28 -51 8 0
-57 -84 34 0
59 -109 -128 0
-33 -14 -61 0
-60 -127 37 0
-49 25 101 0
-123 108 10 0
-90 -83 9 0
-101 28 71 0
94 38 85 0
-40 -105 32 0
-114 -11 46 0
23 9 -67 0
-123 11 -107 0
-99 -20 109 0
62 -19 -13 0
55 44 113 0
-121 113 -91 0
48 -13 -38 0
-126 -25 -61 0
93 -3 53 0
68 -44 -96 0
104 -50 120 0
50 -89 68 0
-5 -99 -39 0
-126 -107 -26 0
17 19 -2 0
111 -27 87 0
-3 -107 108 0
-114 -26 -92 0
-100 -61 -3 0
13 -85 104 0
88 -26 52 0
46 17 -114 0
2 56 118 0
-15 13 -37 0
-81 -4 -89 0
-39 81 -43 0
101 -124 50 0
93 -13 -35 0
43 -2 -117 0
105 18 -50 0
14 84 57 0
76 81 95 0
-25 -106 -75 0
-85 120 97 0
74 -6 -125 0
53 107 -96 0
-86 26 -100 0
36 59 98 0
-32 -55 102 0
-115 -94 14 0
-109 -66 70 0
112 -118 120 0
45 59 -99 0
16 -106 78 0
13 -34 -9 0
-53 96 61 0
-64 -35 127 0
49 107 42 0
40 -68 -7 0
-123 -15 -24 0
6 12 -69 0
25 101 -55 0
19 -20 -1 0
-108 68 114 0
98 -61 81 0
-18 -107 47 0
-44 8 46 0
-11 26 -4 0
72 -20 -121 0
-128 98 -111 0
-16 112 128 0
-57 -41 -107 0
-68 -11 -94 0
-123 81 -120 0
89 33 -1 0
-44 75 20 0
16 -73 -55 0
69 -26 -29 0
-56 74 7 0
76 43 -116 0
123 -102 9 0
4 52 106 0
123 53 33 0
20 97 26 0
-123 -28 -10 0
-103 -98 -100 0
20 59 -50 0
62 -107 83 0
-115 -72 105 0
5 -83 52 0
11 63 -94 0
17 53 9 0
19 -20 10 0
-16 114 -58 0
-9 -84 97 0
-48 8 83 0
-101 68 -50 0
-76 -70 37 0
121 84 -35 0
-128 89 -9 0
-107 -35 -64 0
-103 -39 -55 0
14 95 17 0
-90 88 -102 0
-72 104 -44 0
25 -110 14 0
-80 38 113 0
28 -54 -126 0
31 -15 -9 0
-39 26 31 0
117 -123 -25 0
-8 9 -32 0
94 -25 -120 0
48 -115 -55 0
-57 -8 45 0
-84 47 79 0
-63 71 -31 0
81 -20 73 0
-43 -35 126 0
19 -119 -82 0
34 -24 -69 0
66 -83 -116 0
-119 19 -6 0
59 40 -107 0
43 29 -37 0
-94 -12 96 0
-60 15 -86 0
91 95 -80 0
42 39 -37 0
115 23 2 0
-108 34 74 0
35 21 -49 0
56 97 -125 0
94 62 82 0
-65 73 -66 0
95 113 102 0
52 -20 -98 0
-6 39 -66 0
-31 -29 -51 0
-51 39 9 0
91 51 -58 0
106 112 98 0
24 109 -55 0
21 41 26 0
-64 -91 120 0
-16 -1 -74 0
-73 -99 -7 0
76 -107 -60 0
20 2 -98 0
102 126 -24 0
75 -102 94 0
79 -100 22 0
-41 59 54 0
-101 -15 -113 0
5 37 97 0
55 35 14 0
-31 -34 -92 0
46 -105 61 0
113 75 21 0
6 96 119 0
98 -27 -17 0
-36 -35 -25 0
56 23 -27 0
125 69 117 0
19 -128 51 0
117 -43 -16 0
-82 120 81 0
-95 79 -113 0
-38 -72 -85 0
94 -74 53 0
-65 -104 -86 0
112 19 84 0
-102 -113 32 0
15 59 3 0
-78 -22 -73 0
-30 -126 -86 0
-31 21 -25 0
71 -65 -96 0
87 -94 104 0
-128 -105 -123 0
-92 101 -62 0
38 104 -112 0
1 119 -123 0
-100 120 -99 0
50 -115 112 0
35 106 29 0
45 -116 -26 0
-63 127 -8 0
-72 -91 115 0
123 124 111 0
39 -61 -31 0
119 -89 -125 0
-73 22 52 0
5 -28 -87 0
6 49 41 0
77 -1 -52 0
-128 51 -100 0
86 -21 22 0
-76 34 -12 0
-2 -85 -17 0
113 43 114 0
-71 62 -110 0
28 27 -34 0
45 30 -70 0
-101 -44 -79 0
112 -106 -71 0
-82 -56 -108 0
-11 16 -87 0
39 -128 37 0
60 63 45 0
-24 87 -25 0
16 1 -119 0
-30 -59 69 0
-2 -106 61 0
-72 14 83 0
55 124 -115 0
-100 89 13 0
-117 -31 64 0
83 30 34 0
-114 125 -27 0
125 19 127 0
-69 -107 30 0
-66 -55 36 0
-67 -93 -60 0
-81 71 109 0
-69 117 -121 0
-71 -70 -77 0
55 -53 96 0
-21 -125 -117 0
-107 103 -60 0
-48 -114 68 0
-98 -72 64 0
108 91 -8 0
87 -42 -32 0
-47 5 -4 0
-83 78 -96 0
99 -84 -22 0
67 99 -96 0
113 -119 -128 0
-80 22 69 0
-37 -98 -65 0
-24 27 32 0
-118 7 -106 0
-11 -96 15 0
-31 93 -28 0
-39 71 -87 0
-63 124 -119 0
68 52 64 0
55 59 81 0
-16 42 34 0
-50 -69 -117 0
80 -41 -10 0
-66 -53 102 0
73 51 79 0
33 -46 62 0
19 -13 111 0
-66 -104 116 0
101 109 -33 0
-58 20 -128 0
82 61 -2 0
-95 18 -49 0
-11 -2 94 0
-26 -19 -92 0
-121 -47 -55 0
-64 -21 17 0
-29 -63 -62 0
-57 85 70 0
-101 38 -125 0
-27 -49 -72 0
-89 -63 2 0
123 74 -13 0
-6 -33 21 0
-17 50 15 0
77 -28 -31 0
106 31 43 0
-109 -6 -92 0
75 91 -59 0
-95 -23 88 0
44 -116 90 0
4 109 -73 0
69 -46 -53 0
96 100 -65 0
-2 -68 -107 0
34 35 -32 0
-78 -2 -47 0
15 97 -122 0
62 38 -101 0
47 -39 -23 0
-55 123 -124 0
-20 127 45 0
-7 -79 77 0
33 94 71 0
-52 -93 26 0
-98 32 -69 0
90 -111 31 0
-50 -94 -100 0
-87 128 96 0
-37 15 -66 0
-6 117 66 0
68 11 104 0
71 -70 -60 0
-43 -84 82 0
16 52 -105 0
57 115 15 0
104 -114 -57 0
88 -103 97 0
59 -62 87 0
-79 -2 -6 0
-6 -59 -90 0
94 -59 92 0
-83 -40 -123 0
93 111 22 0
-102 -127 17 0
22 34 47 0
101 52 59 0
-32 23 11 0
-11 -78 1 0
27 71 88 0
-103 -87 33 0
21 48 68 0
-9 -40 -111 0
127 -51 58 0
111 62 -4 0
-30 -79 -16 0
-74 105 24 0
13 9 60 0
127 38 73 0
-67 72 63 0
81 5 -47 0
25 128 7 0
122 -72 -77 0
-89 10 -113 0
-97 126 -128 0
-116 108 105 0
50 31 -36 0
46 -9 34 0
21 79 57 0
-8 -48 5 0
-46 -4 91 0
82 -119 122 0
53 79 -123 0
71 51 61 0
97 -40 103 0
-5 52 104 0
19 62 -69 0
