c A SAT instance generated from a 3-CNF formula that had 500 clauses and 64 variables
p cnf 64 500
-17 37 38 0
3 14 29 0
-11 17 30 0
45 -7 -4 0
22 -37 43 0
-21 -39 -54 0
21 23 63 0
-56 -58 -53 0
-27 -35 -64 0
-18 52 25 0
-37 8 -61 0
-8 -44 -58 0
-44 -8 -13 0
-37 26 -35 0
41 -4 29 0
16 -8 -14 0
-50 11 52 0
-2 -1 -4 0
-6 -48 -17 0
-45 -39 -48 0
-28 34 44 0
19 47 7 0
29 -20 23 0
26 60 6 0
-50 -22 33 0
5 36 -32 0
22 61 -33 0
64 -41 -57 0
31 42 14 0
16 44 -51 0
-34 20 40 0
41 21 -45 0
62 -3 -58 0
-29 32 2 0
-33 25 -37 0
16 34 -18 0
-41 53 -43 0
29 35 38 0
-43 -31 19 0
-38 -49 45 0
45 38 -3 0
-58 62 48 0
3 -12 -1 0
14 42 58 0
34 -43 37 0
52 -56 10 0
-11 48 -59 0
55 56 -17 0
23 -30 -16 0
40 15 57 0
-58 19 5 0
27 -63 -2 0
14 33 -24 0
-5 -1 18 0
-2 -13 -32 0
14 -4 -46 0
6 -39 -42 0
36 -17 4 0
-36 34 10 0
-24 -37 9 0
-16 -19 -41 0
-10 -2 -28 0
-24 56 -42 0
-3 -63 25 0
-47 -27 -11 0
20 63 -38 0
-13 -22 12 0
57 -26 -31 0
-39 38 -59 0
44 49 -37 0
-58 33 -44 0
14 -28 36 0
32 -26 -56 0
5 -41 57 0
-11 -59 -37 0
-63 -17 30 0
15 -46 -26 0
12 30 19 0
57 -64 58 0
-61 29 -26 0
55 -1 -41 0
-11 -39 -38 0
-63 -25 -37 0
8 -53 24 0
-33 15 -59 0
50 -51 -11 0
34 19 28 0
-43 6 -21 0
42 34 -59 0
-4 33 -48 0
43 29 36 0
16 13 -62 0
-11 -31 20 0
7 -14 -62 0
-10 23 59 0
-16 29 -9 0
60 -48 7 0
-45 43 58 0
9 -14 -44 0
58 -55 17 0
11 -56 -64 0
33 -64 4 0
42 45 -36 0
-19 4 40 0
-58 4 -47 0
56 -27 7 0
33 11 -57 0
-15 -17 -48 0
-15 64 37 0
-36 -47 58 0
-55 26 -25 0
-18 39 26 0
-44 24 -43 0
64 -55 56 0
-31 35 -20 0
56 -54 19 0
-39 49 3 0
-3 -31 30 0
-40 30 -13 0
20 63 -32 0
44 31 19 0
19 -39 57 0
21 -10 -23 0
-40 14 13 0
41 61 62 0
-18 50 15 0
-13 -11 22 0
-21 -7 -3 0
62 48 -55 0
17 -62 -25 0
20 -15 63 0
59 -30 7 0
61 -51 -52 0
52 28 -32 0
-17 -61 28 0
47 13 -14 0
1 -32 -24 0
31 44 -48 0
-29 34 -5 0
-52 61 -42 0
23 27 -20 0
-63 -48 -16 0
-16 41 53 0
13 11 62 0
53 34 46 0
-29 36 -43 0
49 58 44 0
46 16 -29 0
34 39 20 0
40 59 29 0
-29 56 -62 0
22 -58 -2 0
-37 52 -30 0
-2 -39 44 0
-19 -7 -42 0
18 -3 -64 0
58 -27 28 0
-53 10 21 0
10 40 -1 0
-40 9 -25 0
20 -16 -12 0
38 14 -56 0
46 -42 -63 0
-27 45 64 0
47 32 -38 0
6 -60 24 0
-53 36 9 0
16 24 -36 0
23 14 44 0
41 -33 57 0
-41 36 9 0
-26 -56 39 0
14 1 4 0
-17 52 -7 0
16 -47 -58 0
-14 -22 -12 0
-29 -64 18 0
-18 3 -6 0
2 5 -41 0
61 32 -41 0
8 22 47 0
48 -59 61 0
58 40 19 0
-62 -49 -45 0
-12 -41 -6 0
-20 42 45 0
-27 11 14 0
44 21 -37 0
53 62 49 0
-27 -14 -4 0
-46 -16 -9 0
45 39 8 0
-46 35 13 0
-19 55 2 0
-50 -60 -2 0
-55 36 -47 0
20 56 -9 0
-1 42 20 0
11 7 -22 0
28 -30 4 0
15 -22 47 0
-19 27 2 0
49 60 21 0
-34 -55 28 0
-17 -62 25 0
-9 35 -11 0
11 -13 55 0
16 22 47 0
64 7 -25 0
17 -4 7 0
-25 -63 53 0
52 19 23 0
8 49 24 0
-54 -30 -9 0
-29 -27 64 0
-44 31 9 0
31 -64 -12 0
-57 29 -7 0
3 11 50 0
-33 -43 -6 0
-45 -12 -29 0
34 -27 -23 0
-53 21 1 0
13 -34 -32 0
54 42 36 0
-36 37 55 0
-61 -9 25 0
7 -35 -51 0
23 1 -37 0
15 14 7 0
33 -10 -28 0
2 8 28 0
-25 -63 -45 0
-36 -27 -7 0
-12 18 49 0
-45 7 -54 0
3 -49 48 0
-20 -17 52 0
4 -21 56 0
4 14 44 0
32 -35 -59 0
20 21 55 0
-58 64 14 0
49 -16 -42 0
-15 56 57 0
-41 -11 3 0
47 7 35 0
40 -23 29 0
-40 50 -54 0
40 31 -11 0
-36 28 51 0
46 -30 21 0
27 39 41 0
64 46 -52 0
-14 -29 52 0
-43 14 -41 0
-60 15 30 0
12 2 29 0
25 32 27 0
62 -35 -63 0
11 46 47 0
-18 -11 21 0
45 -26 46 0
-35 26 -5 0
-57 40 25 0
-50 -46 -35 0
10 -12 21 0
-44 51 1 0
-57 -3 -38 0
46 51 -31 0
-36 -60 7 0
-1 59 29 0
-60 33 -31 0
-21 59 -34 0
-44 37 -59 0
9 28 40 0
-39 -50 -33 0
30 10 9 0
25 30 19 0
-8 14 -55 0
4 17 -29 0
-15 55 43 0
29 58 -50 0
-30 55 1 0
-20 -48 -57 0
-58 -23 -2 0
50 17 36 0
30 63 -47 0
-19 55 10 0
18 5 -16 0
