c A SAT instance generated from a 3-CNF formula that had 900 clauses and 64 variables
p cnf 64 900
-43 -17 11 0
-52 -7 -48 0
-15 -56 -2 0
9 57 33 0
41 -64 -58 0
16 -48 -52 0
-64 62 -57 0
-44 16 -30 0
40 -25 33 0
-17 16 8 0
24 -2 46 0
-16 -64 -18 0
13 -5 -35 0
18 4 -23 0
47 57 38 0
52 -64 -62 0
48 62 54 0
-64 -13 63 0
-26 15 -63 0
16 -55 64 0
-2 -42 -60 0
-13 48 -16 0
22 -21 -63 0
-30 -36 44 0
25 -53 9 0
-60 50 -32 0
61 22 -46 0
-59 -2 -54 0
-40 -2 -30 0
34 -35 -58 0
-27 -16 -28 0
-51 57 -8 0
43 39 -31 0
49 -64 -32 0
52 61 45 0
-41 35 60 0
45 58 -17 0
37 9 -14 0
-56 -32 -42 0
-47 -26 1 0
58 -13 -64 0
-15 35 13 0
16 63 60 0
39 -54 -34 0
62 -45 44 0
-54 -46 34 0
59 16 36 0
27 -48 35 0
-61 -11 -22 0
33 -3 -17 0
-5 -28 -54 0
54 22 -15 0
48 15 -22 0
-33 -43 4 0
-54 -27 15 0
-33 -18 11 0
23 14 51 0
-18 29 -43 0
49 26 32 0
53 -3 -14 0
40 28 -50 0
60 -51 50 0
20 50 52 0
37 30 -17 0
62 -26 -33 0
51 -28 -16 0
29 -40 52 0
50 54 8 0
-55 49 50 0
43 57 22 0
-63 -59 -25 0
36 -24 46 0
19 -9 5 0
5 -7 -12 0
28 -22 29 0
-35 -22 -47 0
-8 -36 34 0
-17 -13 31 0
55 63 6 0
-44 29 15 0
-40 -45 64 0
2 -59 -46 0
11 -63 -24 0
-62 -44 41 0
40 -58 45 0
12 13 46 0
60 49 56 0
-18 -34 26 0
-44 -6 48 0
47 -35 -22 0
27 -11 55 0
13 59 18 0
-24 -9 7 0
62 40 35 0
-20 -41 -6 0
-62 45 40 0
49 47 -7 0
-8 35 -26 0
-46 -20 -31 0
-62 -1 -16 0
15 53 -8 0
21 43 17 0
-31 -6 -9 0
28 24 -32 0
45 -33 -43 0
36 -42 7 0
-57 -11 -39 0
12 -56 58 0
-63 -6 60 0
-5 43 -10 0
-40 -10 18 0
60 -3 -10 0
29 -12 -13 0
-37 -51 -16 0
51 64 -58 0
-44 -30 -63 0
48 -1 -57 0
52 -50 58 0
34 19 22 0
-14 35 -31 0
16 4 -23 0
-28 -49 -52 0
12 46 -21 0
1 7 -48 0
44 -4 15 0
9 30 3 0
-3 -9 -39 0
-19 -23 10 0
58 8 53 0
7 -42 14 0
-26 -42 -27 0
36 -33 -30 0
27 -31 -37 0
-38 15 -55 0
-21 -20 -62 0
9 -27 -53 0
27 44 22 0
-60 14 13 0
-23 -25 -60 0
31 10 21 0
-2 32 34 0
-51 -42 -43 0
-25 1 -37 0
29 -43 36 0
-47 12 -7 0
-46 -3 -12 0
-19 -1 14 0
23 -49 10 0
24 -23 -57 0
16 -47 -10 0
-49 12 37 0
45 -43 38 0
-21 54 7 0
-40 41 59 0
26 54 7 0
-22 -1 8 0
57 20 -21 0
-29 -41 15 0
17 -52 53 0
-45 -52 53 0
44 43 32 0
42 -8 -12 0
-23 -56 5 0
-39 9 24 0
-1 -23 -32 0
36 26 4 0
18 24 35 0
-29 32 -34 0
-42 4 -33 0
16 45 -50 0
54 46 -8 0
-63 23 47 0
63 -62 -11 0
-52 -44 -45 0
-1 -51 41 0
32 -33 -5 0
29 13 2 0
-31 35 -17 0
13 9 -45 0
-49 -54 50 0
-23 21 35 0
5 14 -6 0
12 40 63 0
-48 -11 46 0
-37 -41 39 0
61 -17 59 0
-54 16 -64 0
-34 -24 -33 0
-7 -36 -54 0
42 -23 11 0
-4 46 -19 0
-52 -4 -10 0
-45 -3 -35 0
-52 15 12 0
-57 -35 -47 0
-13 44 57 0
-27 53 -49 0
-58 57 48 0
51 20 -39 0
-37 58 -14 0
-12 47 -14 0
29 -1 47 0
27 32 -33 0
-56 42 13 0
39 -52 -18 0
30 -40 -34 0
-2 49 -18 0
40 -9 29 0
-9 -26 -37 0
-35 -1 -39 0
-34 -21 4 0
-16 -48 -50 0
-52 -28 37 0
7 47 -4 0
-12 56 -2 0
-22 48 -32 0
-44 52 13 0
-9 12 5 0
44 -28 -16 0
64 -8 -3 0
-2 49 41 0
40 -24 -55 0
-63 64 -33 0
-20 17 63 0
-40 61 -25 0
61 -34 52 0
26 20 50 0
-33 -35 10 0
-12 34 -56 0
-50 52 -26 0
-42 61 30 0
21 -61 -29 0
63 22 13 0
-22 -63 -62 0
-54 39 58 0
-22 -17 60 0
35 -2 -39 0
15 23 25 0
-4 -40 27 0
8 47 4 0
-6 9 -2 0
-50 10 26 0
15 63 -6 0
55 31 32 0
48 -59 23 0
39 -2 -49 0
-25 53 -56 0
-4 -14 -43 0
5 -1 -26 0
1 55 13 0
57 21 5 0
-3 -64 62 0
3 -9 -40 0
58 56 -49 0
20 61 16 0
7 49 59 0
48 -4 -9 0
-32 47 -39 0
49 52 -18 0
-60 -57 -42 0
-33 7 -54 0
-16 61 42 0
-33 31 -62 0
-60 -41 -2 0
44 -46 49 0
-48 -40 10 0
-47 -1 56 0
-3 49 -34 0
-10 -37 -13 0
-46 -31 -58 0
23 -18 -21 0
-21 22 -12 0
-1 35 -64 0
-18 17 55 0
-52 -54 29 0
42 41 60 0
-29 55 57 0
29 1 61 0
20 44 -32 0
-14 -42 -64 0
38 -26 -51 0
34 50 -63 0
10 -18 -15 0
59 -17 32 0
46 11 -57 0
-35 59 16 0
28 -47 -51 0
-19 33 26 0
-60 -56 1 0
-40 -15 58 0
-33 -23 -29 0
62 -14 -25 0
-43 -46 -27 0
-22 50 60 0
11 12 31 0
49 44 56 0
30 38 -11 0
-39 30 -56 0
-29 34 6 0
10 29 30 0
6 17 -55 0
-3 -59 -8 0
-63 -51 9 0
8 29 53 0
-18 -29 3 0
-29 -22 39 0
-26 -52 -21 0
14 -64 -22 0
11 1 22 0
-15 3 14 0
24 -37 49 0
-13 38 -44 0
-13 -36 -16 0
-54 -47 -38 0
1 5 -36 0
-63 -21 17 0
43 -28 5 0
17 61 26 0
-11 31 -22 0
8 10 36 0
48 12 -17 0
57 -7 -1 0
42 -41 26 0
59 48 2 0
3 -34 -16 0
49 -44 48 0
-64 55 -20 0
-45 63 -44 0
-1 48 27 0
8 2 -55 0
45 -50 -7 0
-19 -5 10 0
53 12 5 0
-54 -58 21 0
-45 -4 31 0
25 -63 -7 0
-39 -49 -5 0
15 -33 -16 0
-2 37 -20 0
48 -2 -53 0
11 -29 22 0
-52 64 -61 0
25 -21 -18 0
-58 1 29 0
-4 21 8 0
35 59 40 0
63 5 35 0
-15 -16 -11 0
-60 -11 38 0
18 61 -63 0
-32 54 11 0
56 -40 26 0
-30 -44 -14 0
32 47 -16 0
31 -34 -2 0
15 21 29 0
-3 -48 31 0
14 51 59 0
-5 -11 34 0
45 34 -27 0
-13 -55 31 0
-29 -61 -42 0
52 -36 -39 0
37 33 9 0
12 -1 -16 0
40 -60 -20 0
-19 47 -41 0
61 63 25 0
-54 23 9 0
-31 -43 -51 0
-14 -15 -57 0
38 26 -13 0
-32 -7 -40 0
-58 -19 4 0
-38 -24 -14 0
6 17 -15 0
-41 17 42 0
-64 -27 -54 0
60 16 -59 0
1 62 -52 0
26 -44 -25 0
-5 -54 56 0
-61 29 39 0
-13 -40 22 0
-23 -40 -13 0
-60 2 -9 0
-6 -52 8 0
55 -36 7 0
-20 -33 18 0
-45 -61 41 0
-17 29 -50 0
-39 24 -34 0
-17 13 58 0
-54 -31 -46 0
45 18 9 0
6 -60 -61 0
39 58 20 0
22 8 2 0
11 -46 -2 0
-20 -18 -19 0
29 -49 -36 0
6 -17 -1 0
-38 48 20 0
-41 -12 -61 0
63 -47 14 0
36 -40 44 0
-20 -21 -19 0
-33 -26 -31 0
13 -35 1 0
-5 30 48 0
11 -59 -21 0
-3 47 1 0
3 38 54 0
-23 7 40 0
16 25 -3 0
-18 53 47 0
-61 51 -41 0
-8 -22 -46 0
-33 13 -54 0
-22 31 -29 0
53 8 -36 0
7 -11 -42 0
47 -23 13 0
21 19 -58 0
-55 10 -6 0
-9 -29 -33 0
-43 19 -36 0
48 55 35 0
-63 -22 36 0
55 -13 -49 0
27 -47 24 0
-21 -33 15 0
63 -14 3 0
7 49 -5 0
10 -27 -63 0
18 -7 33 0
42 -6 -62 0
14 13 -44 0
-19 9 -23 0
25 31 32 0
36 33 -53 0
24 -19 -32 0
-33 15 32 0
42 59 -34 0
-10 -5 -60 0
26 -28 39 0
38 -25 -8 0
53 -36 -14 0
16 30 55 0
43 31 -5 0
21 35 -16 0
45 61 43 0
-18 14 -16 0
-12 -26 38 0
47 44 -46 0
19 40 -43 0
28 63 -14 0
16 -62 -40 0
-2 -18 -8 0
60 47 -21 0
-38 -13 4 0
-62 39 35 0
64 -30 36 0
39 7 -46 0
54 -63 -43 0
-3 -38 32 0
27 -61 59 0
-54 5 2 0
59 -24 51 0
53 40 12 0
63 23 -12 0
59 -48 3 0
8 -35 -46 0
23 -31 -55 0
-35 -12 27 0
16 -54 -64 0
-32 -52 21 0
-42 35 -6 0
-35 -60 -16 0
38 28 49 0
14 -4 -9 0
-17 -26 44 0
-9 -23 -19 0
20 -42 4 0
-49 -26 12 0
-7 56 1 0
-60 14 22 0
-48 42 43 0
11 -5 42 0
-40 -34 27 0
5 27 15 0
28 45 -47 0
42 22 -12 0
19 -44 12 0
-10 -21 -59 0
-49 -38 23 0
57 -36 25 0
62 13 43 0
5 37 56 0
-41 -59 39 0
50 6 1 0
38 -34 -47 0
-51 62 17 0
47 -30 4 0
25 -53 -58 0
-36 16 62 0
-62 1 14 0
18 -35 -17 0
26 -13 54 0
-6 -15 2 0
-25 -9 56 0
-50 -43 64 0
-26 22 32 0
-41 38 -46 0
-22 42 -35 0
35 39 -23 0
-53 -7 -27 0
45 -3 55 0
-8 -60 -20 0
5 -26 -54 0
64 -55 -31 0
37 54 -10 0
23 19 22 0
50 -24 9 0
-57 21 -46 0
47 24 26 0
-19 -37 36 0
-15 63 22 0
-3 48 6 0
-40 16 15 0
10 33 -47 0
-28 5 43 0
44 -5 -51 0
29 -60 -44 0
-25 -58 -12 0
38 -53 40 0
-17 -40 26 0
-59 -44 -29 0
55 7 -43 0
-41 25 52 0
-24 -42 -40 0
47 -43 -12 0
-33 -18 -32 0
26 -13 33 0
-38 -29 -4 0
33 27 58 0
-22 40 -9 0
-51 53 -14 0
10 13 -47 0
-13 -25 -55 0
-56 -45 -1 0
-41 36 -6 0
-8 25 -18 0
37 -20 -36 0
34 53 -33 0
29 56 51 0
-40 -31 48 0
-31 -57 18 0
-32 61 -46 0
9 -12 -6 0
26 -35 -63 0
-12 41 64 0
40 -46 -63 0
10 -35 -24 0
-38 -40 43 0
7 25 34 0
60 -22 -37 0
40 21 44 0
-26 -61 45 0
58 41 12 0
41 45 3 0
2 35 17 0
-37 -28 38 0
54 -38 -18 0
-15 25 -37 0
12 -25 17 0
4 11 -58 0
-33 39 -42 0
24 64 -26 0
-27 4 -59 0
-11 -50 31 0
18 -47 -23 0
-6 -3 -15 0
-53 14 -54 0
27 23 -56 0
-24 -38 15 0
22 -35 -41 0
42 5 23 0
14 55 -59 0
48 17 -27 0
25 -31 -63 0
-46 16 -20 0
55 -62 -42 0
16 36 -38 0
46 -44 32 0
1 -47 12 0
13 -47 -31 0
3 45 -35 0
-14 -16 -20 0
-34 -10 -36 0
-44 12 -25 0
29 -33 -53 0
9 -32 27 0
34 4 53 0
51 60 -37 0
10 62 -2 0
-37 -4 31 0
-27 -42 55 0
-10 40 13 0
-14 -4 -54 0
18 -23 8 0
-18 59 11 0
-27 51 -36 0
58 -54 44 0
64 -41 29 0
-46 -2 51 0
13 -43 20 0
-62 60 44 0
10 40 -11 0
-29 46 12 0
52 48 57 0
6 -14 -11 0
61 31 44 0
-25 58 -38 0
-23 33 63 0
44 -51 -11 0
57 -31 7 0
57 10 11 0
38 -51 -11 0
-18 -52 -46 0
-42 -25 -56 0
43 35 -48 0
-3 7 -17 0
-28 42 49 0
-2 12 -23 0
22 -43 -58 0
43 8 12 0
-11 -33 43 0
-25 41 62 0
13 -54 63 0
4 -41 22 0
24 -62 47 0
-42 -59 56 0
61 53 45 0
23 -4 47 0
39 -49 -56 0
-17 -8 -35 0
-44 16 -53 0
-12 -47 -54 0
36 60 -3 0
52 55 -11 0
-57 -7 -34 0
64 -42 -7 0
-47 -2 -46 0
58 -64 -49 0
22 56 55 0
-20 8 53 0
7 29 -54 0
-40 10 42 0
-29 43 64 0
55 -31 37 0
53 -58 21 0
24 -60 -22 0
8 38 59 0
-46 -19 21 0
54 -10 -26 0
30 21 41 0
13 32 -1 0
-43 1 -53 0
-12 1 13 0
63 -64 11 0
35 -37 -12 0
58 53 -13 0
-14 5 -27 0
23 -36 43 0
3 5 8 0
49 -62 -52 0
26 2 -27 0
42 3 47 0
-51 -56 34 0
20 -9 45 0
44 -18 58 0
28 -60 -17 0
53 19 -63 0
5 19 18 0
-5 63 40 0
17 -60 -51 0
-19 -41 37 0
-52 20 50 0
-55 7 25 0
46 -55 15 0
47 -16 34 0
41 2 33 0
41 50 46 0
47 -16 44 0
46 30 -44 0
30 -57 -64 0
-34 -21 -59 0
-1 -31 28 0
-45 -61 8 0
62 48 45 0
-2 24 12 0
-35 60 -43 0
-48 42 2 0
28 -61 44 0
-11 14 -32 0
-26 -53 24 0
64 -19 56 0
-52 7 38 0
23 -27 -64 0
29 44 56 0
-51 -59 43 0
-13 3 -16 0
-45 55 -46 0
24 -28 6 0
-64 -4 51 0
11 -7 10 0
10 8 -20 0
-30 52 -51 0
10 18 14 0
-44 -36 -35 0
-59 55 -13 0
21 25 -1 0
17 -59 42 0
-30 -6 56 0
-31 -55 61 0
-31 -15 18 0
36 -54 -46 0
2 -37 22 0
15 -53 -51 0
-48 41 7 0
32 -62 3 0
30 5 58 0
-25 -51 37 0
-5 37 20 0
-31 -34 -9 0
-45 64 18 0
44 -48 -15 0
8 -15 -32 0
51 20 11 0
-50 3 -57 0
12 4 -35 0
-43 10 52 0
59 37 -4 0
-64 51 -58 0
45 -23 12 0
40 34 52 0
-20 -6 -53 0
-61 20 -43 0
-51 -44 -37 0
43 -6 -36 0
10 -48 51 0
32 -15 -11 0
-24 35 -54 0
51 30 -24 0
-36 -11 37 0
62 55 -48 0
30 31 52 0
-11 15 61 0
5 24 11 0
42 -40 -38 0
-7 -41 51 0
9 -44 11 0
38 -57 -35 0
-33 62 14 0
-59 -22 -57 0
-18 -48 7 0
14 24 -28 0
23 -62 -53 0
-34 50 43 0
-22 -30 46 0
