c A SAT instance generated from a 3-CNF formula that had 700 clauses and 64 variables
p cnf 64 700
27 37 -16 0
41 30 54 0
-27 -38 -49 0
-9 37 63 0
-12 38 -33 0
53 35 -55 0
26 -32 59 0
-15 -23 -18 0
35 20 3 0
-11 56 13 0
-59 14 -5 0
-54 -34 17 0
-25 -3 -16 0
-58 5 -13 0
18 47 36 0
64 -41 56 0
-34 -17 33 0
-58 -26 19 0
6 -19 16 0
-47 -36 -52 0
61 -17 14 0
38 -57 -35 0
-64 33 32 0
-22 -41 -5 0
54 -51 -27 0
26 15 8 0
50 23 36 0
-41 19 21 0
-4 12 -48 0
-31 -63 -16 0
-50 -20 29 0
61 -62 -34 0
18 -1 -19 0
-2 1 -55 0
24 -46 14 0
-21 48 12 0
64 27 61 0
18 14 54 0
-33 55 47 0
15 -25 61 0
-16 46 -53 0
8 16 -39 0
-16 -26 -24 0
-27 -19 58 0
39 -34 -13 0
-54 -4 62 0
45 -27 17 0
-25 -49 22 0
-15 -56 28 0
-18 29 59 0
36 59 -46 0
-43 -19 -55 0
23 39 -51 0
-26 -57 17 0
27 7 -48 0
15 -24 52 0
52 -35 -21 0
-15 12 -14 0
-34 -51 22 0
59 -64 24 0
-56 27 47 0
49 -60 -21 0
-52 20 55 0
-62 -53 -8 0
7 -15 62 0
42 7 37 0
17 -28 33 0
-23 -43 30 0
25 -29 -41 0
28 52 38 0
63 -9 -31 0
-28 -17 32 0
-61 17 -63 0
46 -12 11 0
38 -25 24 0
-40 -22 -59 0
-37 35 -47 0
10 5 -49 0
-6 -61 -29 0
39 -64 -49 0
16 -56 10 0
-48 30 58 0
53 -37 -60 0
-27 -6 29 0
39 62 19 0
58 45 5 0
-47 22 -27 0
-14 30 -9 0
36 2 -15 0
59 4 31 0
18 -57 -6 0
27 -12 -54 0
1 62 5 0
-59 39 28 0
-4 48 42 0
55 -10 -63 0
-34 3 16 0
-32 -13 -35 0
6 18 -25 0
19 -55 -35 0
-6 34 43 0
-41 40 -23 0
57 34 -1 0
52 12 26 0
9 -41 19 0
53 54 -1 0
11 51 -43 0
39 54 -56 0
16 62 5 0
8 9 -56 0
27 60 -29 0
16 -5 55 0
-45 1 19 0
-27 -42 25 0
63 55 2 0
-55 63 -26 0
1 37 12 0
-16 62 2 0
-47 -59 -23 0
-18 12 -19 0
-59 -30 -54 0
-51 18 -22 0
49 -53 -3 0
46 53 -34 0
33 -51 -47 0
1 -47 -27 0
-18 -64 -19 0
48 7 -19 0
50 -12 36 0
16 17 54 0
29 60 35 0
23 32 28 0
25 -3 27 0
-50 49 -35 0
-61 23 45 0
41 -60 -20 0
55 -58 17 0
60 -26 20 0
50 46 -3 0
16 37 14 0
-10 22 -55 0
18 -47 -29 0
-28 47 -17 0
28 -54 -7 0
3 -45 62 0
-21 -5 -29 0
-45 -18 -5 0
37 -54 -64 0
-45 -58 18 0
-7 -30 -44 0
11 -46 3 0
-21 -16 55 0
34 40 38 0
-1 58 -31 0
-28 25 18 0
-53 40 -51 0
-39 26 -12 0
-31 16 6 0
62 24 41 0
-62 -59 -45 0
27 44 60 0
10 -2 40 0
4 2 -56 0
61 -18 -63 0
-41 47 50 0
-24 29 16 0
-12 -63 59 0
-6 42 -2 0
-4 44 33 0
-55 -46 -22 0
16 15 17 0
-50 18 44 0
16 -39 -3 0
39 -48 62 0
-5 44 30 0
-29 -2 -32 0
-59 56 24 0
9 -26 -6 0
-32 4 -6 0
-8 -58 -21 0
-29 -14 6 0
36 47 -19 0
18 41 -24 0
1 -34 16 0
-13 18 2 0
-50 44 15 0
62 43 36 0
-6 27 16 0
43 -42 27 0
2 7 -25 0
-40 -62 -51 0
-26 -47 6 0
39 -13 -61 0
-9 -54 7 0
54 33 63 0
12 -50 -53 0
46 33 13 0
18 -50 -51 0
-51 -22 -16 0
-40 -25 9 0
-18 -60 -21 0
1 32 -40 0
57 16 -52 0
-57 56 -15 0
-29 6 54 0
50 -23 -21 0
-36 -57 -44 0
53 42 34 0
28 50 -58 0
-24 4 -29 0
-61 -5 -36 0
54 51 61 0
-2 12 -18 0
56 -9 34 0
23 60 -36 0
24 -45 -57 0
-2 -7 -62 0
32 -6 -45 0
-60 -38 17 0
-32 -37 -46 0
-6 51 -22 0
-27 -12 15 0
49 53 47 0
14 -50 18 0
-5 -57 31 0
35 58 -42 0
27 17 -56 0
31 13 -21 0
-46 -3 -37 0
-40 -42 -35 0
-48 -29 -25 0
-63 38 -32 0
29 -44 12 0
29 38 22 0
-61 52 -48 0
-52 -30 -16 0
49 -23 11 0
31 60 3 0
49 -50 -26 0
6 42 23 0
1 10 -22 0
38 42 11 0
-60 49 9 0
14 -13 36 0
-1 29 -62 0
1 13 -6 0
-59 12 -29 0
9 10 -47 0
2 53 -7 0
-19 -1 8 0
-44 -2 47 0
-47 -16 50 0
-55 -30 44 0
-18 61 -3 0
35 -15 -59 0
-16 -31 59 0
32 -24 17 0
-18 -32 -39 0
36 4 -7 0
45 -36 -23 0
1 37 -7 0
-33 59 -43 0
53 -48 -63 0
-27 -55 56 0
1 -15 -11 0
-59 30 7 0
48 32 41 0
-32 -64 -59 0
-53 -43 17 0
15 -19 2 0
-22 9 -20 0
64 -52 36 0
-55 41 -49 0
41 -47 -12 0
-4 14 -45 0
-39 -46 2 0
-25 -14 -42 0
54 24 40 0
52 39 -57 0
7 -61 -45 0
-40 14 13 0
-15 -22 11 0
-54 43 55 0
20 -50 -53 0
-3 -35 -40 0
11 6 -46 0
-55 24 35 0
-13 -42 10 0
43 21 47 0
-29 9 37 0
19 14 26 0
46 45 20 0
-13 3 57 0
32 22 24 0
-49 30 -58 0
54 20 53 0
-2 -47 8 0
-49 -56 33 0
40 35 9 0
-27 48 32 0
-28 -36 49 0
48 61 -29 0
29 -5 -37 0
16 17 -28 0
-19 -21 40 0
16 22 62 0
37 -8 -31 0
11 -10 -38 0
-20 63 37 0
17 -48 -39 0
-36 -30 -23 0
53 29 35 0
44 -22 63 0
56 -25 22 0
-8 18 52 0
31 3 -58 0
29 -39 61 0
-30 -39 32 0
-49 37 57 0
9 56 -30 0
54 48 42 0
50 57 10 0
47 9 7 0
-59 -13 18 0
53 -17 -63 0
-2 40 -33 0
41 -43 -12 0
-54 -3 -38 0
42 -63 26 0
-16 29 38 0
-7 -29 12 0
53 -33 23 0
-45 -28 -46 0
8 23 21 0
-61 31 39 0
62 12 -60 0
24 -64 52 0
-36 -13 44 0
-38 45 24 0
2 61 64 0
-57 -64 -56 0
22 -30 -64 0
-1 13 -27 0
4 52 -19 0
-40 29 -10 0
38 -59 -47 0
-47 39 -34 0
5 -55 -20 0
5 -12 47 0
56 47 -17 0
-2 22 -45 0
8 37 56 0
28 16 -53 0
-13 -11 -48 0
35 -7 -25 0
-60 -51 -32 0
-10 15 38 0
-64 41 17 0
13 -33 6 0
-50 -3 -20 0
21 34 43 0
-37 45 -48 0
35 4 24 0
40 -43 7 0
-33 7 29 0
8 51 -37 0
-16 -45 29 0
-48 -2 -60 0
-58 -24 45 0
-26 39 -41 0
-61 15 -56 0
27 -3 6 0
-6 -37 -11 0
-17 -25 -52 0
56 52 28 0
-28 24 -21 0
20 -38 -57 0
52 -6 -9 0
-48 -56 64 0
-30 -8 26 0
-7 -38 -20 0
-18 -6 32 0
-15 4 63 0
56 -59 64 0
-20 41 29 0
26 -45 -12 0
-11 29 -44 0
-30 -22 -37 0
57 -2 49 0
58 52 41 0
42 62 30 0
-36 -33 -31 0
38 62 13 0
33 -45 -5 0
-19 11 12 0
58 9 36 0
-15 -13 14 0
-25 51 -49 0
-61 24 41 0
30 -23 -7 0
-8 23 22 0
-7 57 -64 0
14 -13 11 0
52 44 63 0
-16 30 -17 0
11 13 64 0
-16 22 55 0
25 -50 24 0
37 19 -8 0
-50 -57 64 0
-53 62 58 0
-8 -33 -38 0
-59 30 -3 0
-52 -38 34 0
36 -45 13 0
33 -39 -22 0
-5 39 35 0
-48 -52 59 0
-12 16 -37 0
-61 -24 8 0
-44 29 23 0
50 -7 -23 0
-37 24 16 0
32 36 19 0
-55 -51 58 0
30 -12 35 0
-12 -17 -6 0
39 48 -26 0
-53 56 -57 0
36 -63 35 0
27 -30 6 0
21 5 -29 0
52 -61 56 0
-28 -40 -27 0
39 -63 -61 0
50 -2 -40 0
-14 -63 -18 0
47 -40 30 0
9 -18 -53 0
-14 -16 -58 0
-48 -28 30 0
-43 -2 -13 0
-11 55 4 0
41 5 10 0
39 55 -3 0
-8 -37 -54 0
46 40 -20 0
29 62 5 0
-45 -37 43 0
-50 -14 37 0
55 47 54 0
-52 10 -16 0
-16 45 2 0
-31 25 -64 0
-3 -30 56 0
23 21 48 0
-28 48 -2 0
7 -35 41 0
47 -61 50 0
-5 -1 22 0
-57 -33 46 0
-64 -59 -62 0
-60 -10 -51 0
-18 -9 -37 0
20 4 8 0
42 -14 -28 0
-47 53 22 0
47 -3 22 0
36 60 -20 0
-49 27 25 0
18 -50 -51 0
48 61 33 0
-64 20 -3 0
14 -62 48 0
-51 -17 29 0
10 -38 -32 0
-63 -28 54 0
-33 -45 -17 0
29 -44 -48 0
36 14 25 0
-43 -4 23 0
8 -12 -15 0
32 29 -55 0
-35 26 -64 0
8 7 -3 0
62 13 -17 0
-61 -12 8 0
39 -26 -31 0
28 9 -12 0
21 -6 7 0
61 63 49 0
51 -41 39 0
7 -4 -29 0
46 56 -61 0
63 -33 -24 0
56 17 21 0
3 26 11 0
55 -31 26 0
-4 -45 -42 0
37 63 -54 0
-37 41 -18 0
-7 34 44 0
-38 30 -16 0
-42 4 23 0
52 63 53 0
-51 -19 -14 0
49 -39 36 0
54 11 -4 0
-60 40 -45 0
24 -39 3 0
-39 8 23 0
32 55 48 0
-47 -40 57 0
44 46 -6 0
-19 2 -42 0
-49 52 -32 0
11 -18 30 0
-41 55 36 0
60 30 25 0
51 -54 -17 0
-33 21 -43 0
14 24 -45 0
-41 -42 -59 0
18 -26 5 0
50 -52 -42 0
-61 -1 -5 0
5 29 -53 0
-64 23 -57 0
62 -43 52 0
-46 -15 63 0
-46 1 29 0
47 -49 51 0
-42 -41 59 0
30 60 -29 0
4 27 -43 0
-62 -24 -27 0
63 34 -11 0
-31 4 -15 0
5 10 37 0
-59 34 3 0
61 -12 35 0
-36 9 3 0
22 30 -55 0
-42 10 47 0
57 -6 48 0
-23 -47 -11 0
-47 -1 -38 0
-51 27 -24 0
-45 46 -6 0
16 39 24 0
23 64 -16 0
-37 -11 44 0
-46 -38 26 0
43 -16 22 0
-54 -63 19 0
23 -46 -3 0
-42 -28 -11 0
8 -43 -37 0
3 59 -22 0
-54 -22 55 0
5 56 -36 0
-38 11 61 0
19 -40 -61 0
51 1 37 0
41 -46 6 0
25 -15 27 0
7 52 57 0
-49 42 -21 0
-29 -22 -46 0
4 12 -50 0
48 -53 -45 0
28 26 -12 0
4 42 2 0
58 -6 23 0
57 59 40 0
37 43 -13 0
-2 -33 17 0
7 -55 -9 0
57 -52 -36 0
-64 -48 3 0
-17 -2 -50 0
23 -34 9 0
-39 59 -1 0
